"","LATITUDE","LONGITUDE","STATION","STRATUM","YEAR","DATETIME","WTCPUE","NUMCPUE","COMMON","SCIENTIFIC","SID","BOT_DEPTH","BOT_TEMP","SURF_TEMP","VESSEL","CRUISE","HAUL"
"342454","61.67907","-175.0451","U-27","82","2011","07/19/2011 18:21",".1534","4.1735","Arctic cod","Boreogadus saida","21725","87",".4","6.1","89","201101","175                                                                                                                                                                                                                                                                                                                                                                                             "
"342586","61.98458","-175.17752","V-27","82","2011","07/20/2011 07:26",".1211","3.7199","Arctic cod","Boreogadus saida","21725","81",".1","5.9","89","201101","176                                                                                                                                                                                                                                                                                                                                                                                            "
"342631","61.98755","-173.74722","V-25","82","2011","07/19/2011 10:02",".3639","13.6559","Arctic cod","Boreogadus saida","21725","63","-1.6","5.4","89","201101","172                                                                                                                                                                                                                                                                                                                                                                                         "
"342706","60.66677","-171.44168","R-22","41","2011","07/20/2011 12:12",".0327","1.1265","Arctic cod","Boreogadus saida","21725","63","-.9","5.1","162","201101","173                                                                                                                                                                                                                                                                                                                                                                                          "
"342713","60.66832","-172.1325","R-23","41","2011","07/20/2011 09:39",".1682","6.069","Arctic cod","Boreogadus saida","21725","61","-1.1","5","162","201101","172                                                                                                                                                                                                                                                                                                                                                                                             "
"342772","62.00382","-175.81957","V-28","82","2011","07/20/2011 09:53",".0253",".6842","Arctic cod","Boreogadus saida","21725","92",".6","6.3","89","201101","177                                                                                                                                                                                                                                                                                                                                                                                             "
"342794","62.00717","-174.4709","V-26","82","2011","07/19/2011 12:51",".7039","21.8533","Arctic cod","Boreogadus saida","21725","73","-1.6","5.8","89","201101","173                                                                                                                                                                                                                                                                                                                                                                                          "
"342886","60.6733","-174.79588","R-27","41","2011","07/21/2011 10:33",".0137",".4284","Arctic cod","Boreogadus saida","21725","97",".9","6.6","162","201101","177                                                                                                                                                                                                                                                                                                                                                                                             "
"342994","60.98208","-174.85788","S-27","82","2011","07/21/2011 13:10",".0277","1.0668","Arctic cod","Boreogadus saida","21725","92",".7","5.4","162","201101","178                                                                                                                                                                                                                                                                                                                                                                                           "
"343014","60.98898","-171.46018","S-22","41","2011","07/20/2011 14:48",".1152","3.4219","Arctic cod","Boreogadus saida","21725","60","-1.1","5.2","162","201101","174                                                                                                                                                                                                                                                                                                                                                                                         "
"343100","60.9986","-172.12207","S-23","41","2011","07/20/2011 17:18",".198","6.8035","Arctic cod","Boreogadus saida","21725","64","-1.2","4.9","162","201101","175                                                                                                                                                                                                                                                                                                                                                                                           "
"343684","59.33982","-170.52837","N-21","41","2011","07/04/2011 14:46",".0142",".5763","Arctic cod","Boreogadus saida","21725","68","-.6","4.4","89","201101","119                                                                                                                                                                                                                                                                                                                                                                                            "
"343770","60.32345","-174.07497","Q-26","43","2011","07/18/2011 07:16",".0317","1.0287","Arctic cod","Boreogadus saida","21725","91",".6","5.2","162","201101","166                                                                                                                                                                                                                                                                                                                                                                                           "
"344180","58.99095","-171.1111","M-22","41","2011","07/08/2011 12:23",".0037",".2057","Arctic cod","Boreogadus saida","21725","77","-.8","3.9","162","201101","131                                                                                                                                                                                                                                                                                                                                                                                            "
"344343","59.66222","-171.25658","O-22","41","2011","07/08/2011 17:22",".0603","1.885","Arctic cod","Boreogadus saida","21725","72","-1.1","3.6","162","201101","133                                                                                                                                                                                                                                                                                                                                                                                          "
"344728","58.6842","-170.41352","L-21","41","2011","07/05/2011 12:56",".0079",".2208","Arctic cod","Boreogadus saida","21725","73","-.4","3.6","89","201101","121                                                                                                                                                                                                                                                                                                                                                                                             "
"344982","60.3307","-171.3444","Q-22","41","2011","07/08/2011 14:50",".0639","2.4566","Arctic cod","Boreogadus saida","21725","66","-.6","2.6","89","201101","135                                                                                                                                                                                                                                                                                                                                                                                             "
"345037","60.33297","-167.28672","Q-02","20","2011","07/03/2011 18:20",".0043",".1947","Arctic cod","Boreogadus saida","21725","33","6.5","6.6","162","201101","114                                                                                                                                                                                                                                                                                                                                                                                           "
"345433","59.66448","-171.88645","O-23","43","2011","07/08/2011 06:58",".0154",".5909","Arctic cod","Boreogadus saida","21725","77","-.2","3.3","89","201101","132                                                                                                                                                                                                                                                                                                                                                                                            "
"345494","59.99022","-171.95575","P-23","43","2011","07/08/2011 09:30",".0781","2.5182","Arctic cod","Boreogadus saida","21725","66","-1","2.6","89","201101","133                                                                                                                                                                                                                                                                                                                                                                                            "
"345510","59.99093","-171.30322","P-22","41","2011","07/08/2011 12:27",".4136","14.4547","Arctic cod","Boreogadus saida","21725","69","-1.1","3.5","89","201101","134                                                                                                                                                                                                                                                                                                                                                                                         "
"345590","60.33838","-173.42365","Q-25","43","2011","07/09/2011 12:25",".0234",".5858","Arctic cod","Boreogadus saida","21725","63","-.9","4.3","89","201101","139                                                                                                                                                                                                                                                                                                                                                                                            "
"345811","57.6712","-165.25133","I-05","31","2011","06/15/2011 06:28",".024",".6255","Arctic cod","Boreogadus saida","21725","62",".8","4.1","89","201101","50                                                                                                                                                                                                                                                                                                                                                                                                "
"346211","59.9843","-169.94433","P-20","41","2010","07/10/2010 15:54",".8151","94.4016","Arctic cod","Boreogadus saida","21725","53","-1.3","6","162","201001","151                                                                                                                                                                                                                                                                                                                                                                                           "
"346244","59.98632","-174.5768","P-27","62","2010","07/26/2010 16:14",".0291","1.6524","Arctic cod","Boreogadus saida","21725","108","1.2","8.8","162","201001","204                                                                                                                                                                                                                                                                                                                                                                                          "
"346845","59.99683","-172.61498","P-24","43","2011","07/09/2011 11:45",".0384","1.0969","Arctic cod","Boreogadus saida","21725","67","-1","3.8","162","201101","136                                                                                                                                                                                                                                                                                                                                                                                           "
"347047","57.32132","-164.00313","H-07","31","2011","06/12/2011 06:24",".0082",".4449","Arctic cod","Boreogadus saida","21725","62","1.8","3.7","89","201101","36                                                                                                                                                                                                                                                                                                                                                                                             "
"347513","59.67753","-170.57632","O-21","41","2011","07/04/2011 12:10",".0177",".4123","Arctic cod","Boreogadus saida","21725","67",".2","4.5","89","201101","118                                                                                                                                                                                                                                                                                                                                                                                             "
"347594","60.00093","-173.24693","P-25","43","2011","07/09/2011 16:07",".0168",".9353","Arctic cod","Boreogadus saida","21725","75",".2","4.1","162","201101","138                                                                                                                                                                                                                                                                                                                                                                                            "
"348155","59.31335","-171.18365","N-22","41","2011","07/08/2011 14:45",".0227",".839","Arctic cod","Boreogadus saida","21725","75","-.9","3.8","162","201101","132                                                                                                                                                                                                                                                                                                                                                                                            "
"349010","59.68572","-173.24487","O-25","43","2011","07/10/2011 07:02",".0034",".4212","Arctic cod","Boreogadus saida","21725","94",".9","4.3","162","201101","140                                                                                                                                                                                                                                                                                                                                                                                            "
"349076","60.00877","-170.62078","P-21","41","2011","07/04/2011 09:35",".0448","1.4134","Arctic cod","Boreogadus saida","21725","65","-.3","4.7","89","201101","117                                                                                                                                                                                                                                                                                                                                                                                           "
"350816","59.81472","-172.8826","PO2524","43","2011","07/09/2011 14:01",".0023",".2124","Arctic cod","Boreogadus saida","21725","80",".2","4","162","201101","137                                                                                                                                                                                                                                                                                                                                                                                             "
"350848","60.13817","-173.76675","QP2625","43","2011","07/09/2011 14:25",".031",".861","Arctic cod","Boreogadus saida","21725","88",".5","4.3","89","201101","140                                                                                                                                                                                                                                                                                                                                                                                             "
"351430","59.82712","-172.24768","PO2423","43","2011","07/09/2011 07:01",".0646","2.2627","Arctic cod","Boreogadus saida","21725","75","-.1","3.9","162","201101","134                                                                                                                                                                                                                                                                                                                                                                                        "
"351462","60.15425","-172.30685","QP2423","43","2011","07/09/2011 09:34",".0564","","Arctic cod","Boreogadus saida","21725","57","1.3","3.2","162","201101","135                                                                                                                                                                                                                                                                                                                                                                                              "
"352128","60.16853","-173.0067","QP2524","43","2011","07/09/2011 07:02",".0049",".2042","Arctic cod","Boreogadus saida","21725","59","0","4.4","89","201101","137                                                                                                                                                                                                                                                                                                                                                                                             "
"353121","57.65793","-165.86325","I-04","31","2011","06/16/2011 15:10",".0205",".4596","Arctic cod","Boreogadus saida","21725","64",".8","2.8","162","201101","59                                                                                                                                                                                                                                                                                                                                                                                             "
"353709","61.00635","-174.91857","S-27","82","2012","07/21/2012 17:47",".3914","27.1209","Arctic cod","Boreogadus saida","21725","92","-1.4","7.8","162","201201","200                                                                                                                                                                                                                                                                                                                                                                                        "
"353740","61.00817","-177.61408","S-31","90","2012","07/24/2012 15:52",".0044",".3982","Arctic cod","Boreogadus saida","21725","135",".7","8.1","89","201201","209                                                                                                                                                                                                                                                                                                                                                                                            "
"353770","61.01155","-173.47713","S-25","41","2012","07/08/2012 12:01",".2882","31.0313","Arctic cod","Boreogadus saida","21725","75","-1.6","7.1","89","201201","151                                                                                                                                                                                                                                                                                                                                                                                         "
"353823","61.01742","-176.96298","S-30","90","2012","07/24/2012 13:03",".1153","6.3351","Arctic cod","Boreogadus saida","21725","121",".4","7.4","89","201201","208                                                                                                                                                                                                                                                                                                                                                                                           "
"353855","61.30778","-174.3018","T-26","82","2012","07/22/2012 16:31",".4931","40.5809","Arctic cod","Boreogadus saida","21725","78","-1.6","7.7","162","201201","205                                                                                                                                                                                                                                                                                                                                                                                         "
"353889","61.31603","-175.00437","T-27","82","2012","07/22/2012 07:30",".2074","14.6034","Arctic cod","Boreogadus saida","21725","87","-1.3","8.1","89","201201","199                                                                                                                                                                                                                                                                                                                                                                                         "
"353930","61.31917","-173.58067","T-25","82","2012","07/23/2012 07:08",".2312","22.4295","Arctic cod","Boreogadus saida","21725","74","-1.6","8.7","162","201201","206                                                                                                                                                                                                                                                                                                                                                                                        "
"353971","61.3324","-176.9553","T-30","90","2012","07/24/2012 10:12",".2382","16.5093","Arctic cod","Boreogadus saida","21725","116","-.7","8.3","89","201201","207                                                                                                                                                                                                                                                                                                                                                                                           "
"354008","61.3431","-176.28407","T-29","90","2012","07/23/2012 15:12",".1419","10.5695","Arctic cod","Boreogadus saida","21725","106","-.8","7.6","89","201201","206                                                                                                                                                                                                                                                                                                                                                                                          "
"354042","61.34542","-175.64332","T-28","90","2012","07/23/2012 12:39",".3297","21.7291","Arctic cod","Boreogadus saida","21725","97","-1","8.2","89","201201","205                                                                                                                                                                                                                                                                                                                                                                                           "
"354088","61.64767","-173.65258","U-25","82","2012","07/23/2012 09:37",".1676","17.1096","Arctic cod","Boreogadus saida","21725","71","-1.7","8.8","162","201201","207                                                                                                                                                                                                                                                                                                                                                                                        "
"354117","61.65342","-175.08918","U-27","82","2012","07/22/2012 10:21",".2009","14.1974","Arctic cod","Boreogadus saida","21725","85","-1","8.1","89","201201","200                                                                                                                                                                                                                                                                                                                                                                                           "
"354158","61.66935","-176.48745","U-29","90","2012","07/23/2012 07:28",".1615","11.6263","Arctic cod","Boreogadus saida","21725","105","-.4","8.1","89","201201","203                                                                                                                                                                                                                                                                                                                                                                                         "
"354164","61.6759","-175.80753","U-28","82","2012","07/23/2012 09:56",".1053","8.0536","Arctic cod","Boreogadus saida","21725","96","-.6","7.9","89","201201","204                                                                                                                                                                                                                                                                                                                                                                                            "
"354209","61.68225","-174.4328","U-26","82","2012","07/23/2012 17:57",".9749","75.943","Arctic cod","Boreogadus saida","21725","77","-1.6","8.5","162","201201","210                                                                                                                                                                                                                                                                                                                                                                                          "
"354265","61.99125","-173.71642","V-25","82","2012","07/23/2012 12:17","1.1431","100.7601","Arctic cod","Boreogadus saida","21725","63","-1.6","9","162","201201","208                                                                                                                                                                                                                                                                                                                                                                                        "
"354296","61.99198","-175.14843","V-27","82","2012","07/22/2012 12:51",".5351","43.6757","Arctic cod","Boreogadus saida","21725","80","-1.4","8.5","89","201201","201                                                                                                                                                                                                                                                                                                                                                                                         "
"354313","61.99998","-175.78885","V-28","82","2012","07/22/2012 15:18",".2298","18.6197","Arctic cod","Boreogadus saida","21725","94","-.9","8.5","89","201201","202                                                                                                                                                                                                                                                                                                                                                                                          "
"354352","62.00187","-174.44635","V-26","82","2012","07/23/2012 15:06",".2985","25.4806","Arctic cod","Boreogadus saida","21725","73","-1.6","8.4","162","201201","209                                                                                                                                                                                                                                                                                                                                                                                        "
"354412","60.99323","-172.80065","S-24","41","2012","07/08/2012 09:34",".2414","24.6375","Arctic cod","Boreogadus saida","21725","67","-1.5","5.9","89","201201","150                                                                                                                                                                                                                                                                                                                                                                                         "
"363813","58.32166","-168.46385","K-18","41","2013","07/09/2013 06:56",".0254",".4269","Arctic cod","Boreogadus saida","21725","65","1","3.7","162","201301","115                                                                                                                                                                                                                                                                                                                                                                                             "
"364790","57.67075","-165.86049","I-04","31","2013","06/29/2013 13:27",".0158",".3992","Arctic cod","Boreogadus saida","21725","64","1","3.7","89","201301","77                                                                                                                                                                                                                                                                                                                                                                                               "
"365469","57.67621","-160.27017","I-13","31","2013","06/10/2013 11:35",".0097",".2309","Arctic cod","Boreogadus saida","21725","56","2.5","3","89","201301","8                                                                                                                                                                                                                                                                                                                                                                                                "
"365898","57.67797","-165.24953","I-05","31","2013","06/18/2013 14:07",".0086",".2162","Arctic cod","Boreogadus saida","21725","61","-.1","4.4","89","201301","48                                                                                                                                                                                                                                                                                                                                                                                             "
"366886","57.98945","-166.5183","J-03","31","2013","06/30/2013 09:38",".0158",".599","Arctic cod","Boreogadus saida","21725","61","1.3","1.8","162","201301","77                                                                                                                                                                                                                                                                                                                                                                                              "
"366915","58.3453","-171.0266","K-22","41","2013","07/13/2013 07:36",".009",".2049","Arctic cod","Boreogadus saida","21725","84","-.1","6.6","89","201301","135                                                                                                                                                                                                                                                                                                                                                                                               "
"368983","60.32028","-171.32978","Q-22","41","2014","07/11/2014 07:17",".0035",".2158","Arctic cod","Boreogadus saida","21725","66","-.6","8.5","162","201401","126                                                                                                                                                                                                                                                                                                                                                                                           "
"369802","61.65626","-175.08224","U-27","82","2014","07/24/2014 10:19",".0247","1.7932","Arctic cod","Boreogadus saida","21725","85","-1.2","9.2","94","201401","173                                                                                                                                                                                                                                                                                                                                                                                          "
"369828","61.65727","-173.65125","U-25","82","2014","07/23/2014 10:50",".0318","2.1357","Arctic cod","Boreogadus saida","21725","70","-1.5","8.6","94","201401","169                                                                                                                                                                                                                                                                                                                                                                                          "
"370563","61.66734","-174.40329","U-26","82","2014","07/24/2014 07:39",".017","1.1596","Arctic cod","Boreogadus saida","21725","77","-1.4","9","94","201401","172                                                                                                                                                                                                                                                                                                                                                                                             "
"371329","61.68069","-175.78652","U-28","82","2014","07/24/2014 18:22",".0779","5.6211","Arctic cod","Boreogadus saida","21725","96","0","9.5","94","201401","176                                                                                                                                                                                                                                                                                                                                                                                             "
"371362","61.98899","-175.14447","V-27","82","2014","07/24/2014 13:03",".7548","38.1084","Arctic cod","Boreogadus saida","21725","80","-1.6","9.1","94","201401","174                                                                                                                                                                                                                                                                                                                                                                                         "
"371382","61.99591","-173.71964","V-25","82","2014","07/23/2014 13:52",".01","1.1978","Arctic cod","Boreogadus saida","21725","62","-1.5","8.5","94","201401","170                                                                                                                                                                                                                                                                                                                                                                                            "
"372177","62.00034","-174.46578","V-26","82","2014","07/23/2014 16:49",".1082","8.462","Arctic cod","Boreogadus saida","21725","74","-1.5","8.8","94","201401","171                                                                                                                                                                                                                                                                                                                                                                                           "
"372979","60.33783","-176.69706","Q-30","61","2014","07/28/2014 13:32",".0016",".1985","Arctic cod","Boreogadus saida","21725","137","1.8","10.3","94","201401","190                                                                                                                                                                                                                                                                                                                                                                                          "
"375871","59.34846","-177.06139","N-31","61","2014","07/28/2014 11:28",".0015",".1913","Arctic cod","Boreogadus saida","21725","150","3","10.1","162","201401","187                                                                                                                                                                                                                                                                                                                                                                                           "
"376024","60.67184","-172.14121","R-23","41","2014","07/22/2014 18:31",".0025",".2068","Arctic cod","Boreogadus saida","21725","62",".2","9.1","162","201401","165                                                                                                                                                                                                                                                                                                                                                                                            "
"378256","60.00699","-170.64355","P-21","41","2014","07/02/2014 10:02",".0028",".1977","Arctic cod","Boreogadus saida","21725","65","-.7","7.1","94","201401","89                                                                                                                                                                                                                                                                                                                                                                                             "
"380713","59.66454","-171.23274","O-22","41","2013","07/13/2013 06:53",".2145","6.3904","Arctic cod","Boreogadus saida","21725","72","-1.5","7.4","162","201301","135                                                                                                                                                                                                                                                                                                                                                                                         "
"380761","59.99476","-172.60651","P-24","43","2013","07/24/2013 10:08",".0607","1.9367","Arctic cod","Boreogadus saida","21725","67","-1.4","8.1","89","201301","160                                                                                                                                                                                                                                                                                                                                                                                          "
"380898","61.34877","-175.66116","T-28","90","2013","07/26/2013 15:28",".0422",".9598","Arctic cod","Boreogadus saida","21725","97","-1.4","8.8","162","201301","171                                                                                                                                                                                                                                                                                                                                                                                          "
"380941","61.6493","-174.43194","U-26","82","2013","07/25/2013 17:29",".0671","2.3802","Arctic cod","Boreogadus saida","21725","77","-1.6","8.8","162","201301","167                                                                                                                                                                                                                                                                                                                                                                                          "
"381101","59.665","-172.52722","O-24","43","2013","07/13/2013 11:48",".0316","1.0762","Arctic cod","Boreogadus saida","21725","85","-1.3","7.2","162","201301","137                                                                                                                                                                                                                                                                                                                                                                                           "
"381145","59.99828","-171.33779","P-22","41","2013","07/12/2013 17:02",".9042","26.6796","Arctic cod","Boreogadus saida","21725","69","-1.6","7","162","201301","134                                                                                                                                                                                                                                                                                                                                                                                          "
"381185","60.00137","-173.24702","P-25","43","2013","07/24/2013 07:25",".0642","2.2851","Arctic cod","Boreogadus saida","21725","75","-1.3","8.9","162","201301","158                                                                                                                                                                                                                                                                                                                                                                                         "
